Groupe	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10
1	-0.442484122809861	0.423255837922402	0.584058615008583	-0.473193635813996	0.0445394674906458	-0.619630573245302	-0.52993308534858	-0.563565236217392	0.400992033075063	0.155791122538697
1	-0.483350316189962	0.606910358113176	0.569213553648097	-0.643289421215574	0.166298549132463	-0.683996174131549	-0.688626706313081	-0.659220204294663	0.487521541225868	0.0759844271600984
1	-0.0902766952849633	-1.31044595417764	0.783786490694463	1.12468862541234	-1.12762127367051	-0.0574422745063214	0.952311176849422	0.306349067975779	-0.396419923950295	0.941910225312701
1	0.952527646424649	0.053796793845484	-1.71642663756538	0.174989276495794	0.689377399600753	1.28621769888302	0.408215461589848	0.922115802429575	-0.532838358522469	-0.964098237807849
1	-1.1178225819244	0.539391770015888	1.72759012151356	-0.732146290006052	-0.318676117011098	-1.53917248896224	-0.93648157607969	-1.2638779469544	0.831593426699406	0.738809005367697
1	0.369359939645144	-0.836819377527108	-0.257474225136131	0.817730373341956	-0.430656957955279	0.541107991953047	0.809430868994063	0.616276815003769	-0.50026722954298	0.184999684144221
1	-0.495980465059047	-0.974306545389992	1.34400816115784	0.7362345461722	-1.12904796256161	-0.623003046928941	0.505855217985838	-0.194705833925936	-0.0465404285846803	1.11859096275495
1	-1.05762614526702	-1.22589570470498	2.46069495723438	0.825286849311588	-1.71445838869294	-1.37054730313386	0.43207715397894	-0.672098659939154	0.192363038449183	1.83032084065738
1	-0.230583773671486	0.0577650224603098	0.381822820406718	-0.104250970714235	-0.109274658757753	-0.31485764290929	-0.15256016322128	-0.244574191532272	0.153223321491	0.187260810717695
1	-0.514155631668589	-1.15499054917633	1.46224393636835	0.889971271716386	-1.2884063132575	-0.638673564237246	0.634459360377227	-0.158109029849329	-0.0978838467169048	1.25404796971326
1	1.23732617248869	0.430756276833626	-2.40133658657445	-0.0882052453307323	1.1891739252139	1.6529664279099	0.256298138641157	1.08896760645761	-0.568597996700495	-1.48749463210337
1	-1.15453919265409	0.898224936559836	1.62202561801249	-1.05443464795494	-0.0515450829896454	-1.60657386076702	-1.22621193955228	-1.4082858103227	0.975698486082194	0.540812295436571
